Epoch,tr_loss,tr_pos,tr_neg,val_seen_acc,val_unseen_acc,val_joint_acc,harmonic_mean_acc
1,0.16946459370545852,85.12820512820512,6552.717948717948,0.40249999761581423,0.7583333775401115,0.5222514364123344,0.5258794055794411
2,0.09064226884108323,61.282051282051285,3433.641025641026,0.4944230803847313,0.7560000482201576,0.5441017180681229,0.5978518216134574
3,0.07267796133573239,50.97435897435897,2934.051282051282,0.5401923105120658,0.7933333766460419,0.5844011572003365,0.6427361600361188
4,0.06176531878419411,43.17948717948718,2488.5128205128203,0.605846152305603,0.7836667141318321,0.6048531377315521,0.683378290211929
5,0.050872756502567194,37.23076923076923,2215.5897435897436,0.5980384588241577,0.7883333760499954,0.5893051156401634,0.6801258730063285
6,0.04365775934778727,31.897435897435898,1999.179487179487,0.6092307728528976,0.777000044286251,0.6086163333058358,0.6829632289724687
7,0.038209316392357535,24.871794871794872,1903.076923076923,0.6238076937198639,0.7830000448226929,0.6107881680130959,0.6943968799168195
8,0.03625179564532561,25.333333333333332,1771.6923076923076,0.6516153824329376,0.7823333787918091,0.6239861032366752,0.711016289558449
9,0.03264724004727144,24.46153846153846,1715.5897435897436,0.6369230759143829,0.7773333758115768,0.6104604777693748,0.7001581136555511
10,0.029944081098223344,20.205128205128204,1586.1538461538462,0.6353461533784867,0.792333379983902,0.6188757386803627,0.7052086317726418
11,0.028429134008594047,20.82051282051282,1502.051282051282,0.6437307697534561,0.7800000429153442,0.614822063446045,0.7053440489812989
12,0.02714810897715581,19.025641025641026,1468.820512820513,0.6581538444757462,0.7840000432729721,0.6198164159059525,0.7155861062161001
13,0.02462901308750495,15.948717948717949,1369.7948717948718,0.637730768918991,0.782000041604042,0.6101271489262581,0.7025352751809396
14,0.02410482882689207,16.71794871794872,1296.4615384615386,0.6491923058032989,0.7856667134165763,0.6219435316324234,0.7109392329751218
15,0.021853289399773646,14.205128205128204,1241.3846153846155,0.6393461525440216,0.7970000451803207,0.6070819488167762,0.7095210239296945
16,0.0204138053007997,12.307692307692308,1186.6666666666667,0.6508461517095566,0.7680000442266465,0.6146977716684341,0.7045864093364456
17,0.020078550928678267,13.846153846153847,1153.2820512820513,0.6526923072338104,0.7876667115092277,0.6303955107927323,0.7138553604709893
18,0.018915014484753974,12.461538461538462,1104.974358974359,0.6589999967813491,0.7830000445246696,0.6165060716867446,0.71566853265027
19,0.017752706861266725,12.41025641025641,1056.1538461538462,0.6617307651042938,0.8080000466108322,0.6065198051929473,0.7275869632536852
20,0.01741803525827634,13.384615384615385,1023.3846153846154,0.6693461549282074,0.794333376288414,0.6241073742508888,0.726503281367679
21,0.016544712277559135,10.76923076923077,989.2307692307693,0.6860769206285476,0.801000047326088,0.6423587876558304,0.7390977840893677
22,0.016013875173834655,11.333333333333334,957.7948717948718,0.6848846095800399,0.8140000450611115,0.6318333667516708,0.7438812604206487
23,0.014742237659027943,10.564102564102564,925.7948717948718,0.6718076914548874,0.7830000454187394,0.6115593528747558,0.7231545991805911
24,0.014379057292945875,9.64102564102564,901.025641025641,0.6750769191980361,0.787000042796135,0.6368474888801575,0.7267545801076039
25,0.013574446336581157,10.461538461538462,872.6153846153846,0.6735384583473205,0.7910000431537628,0.6288989207148552,0.7275588167499676
26,0.013404076441358298,10.615384615384615,846.5641025641025,0.6863076889514923,0.7896667116880417,0.64022037088871,0.7343682054454571
27,0.01248909468547656,8.871794871794872,816.2564102564103,0.6876923018693923,0.7926667129993439,0.6223418417572976,0.7364575633379027
28,0.012349420131590122,9.948717948717949,785.6410256410256,0.6868461513519287,0.8030000442266464,0.6115875989198685,0.7403952052893802
29,0.01188231660769536,8.102564102564102,772.8717948717949,0.6826153802871704,0.7763333761692047,0.6061610442399978,0.7264643126884361
30,0.011026097557101494,7.538461538461538,749.7948717948718,0.6817692297697068,0.7830000469088554,0.6245311018824578,0.7288865862904639
