Sparsity,val_seen_acc,val_unseen_acc,val_joint_acc,harmonic_mean_acc
0.2,0.6956153804063797,0.7733333766460418,0.6611356261372566,0.7324184569324487
0.4,0.697653843164444,0.7856667107343673,0.6614463600516319,0.739049153939777
0.5,0.6711153846979141,0.7873333787918091,0.6538559651374817,0.7245939063763301
0.6,0.5865384632349014,0.7906667098402977,0.5681356167793274,0.6734747240096254
0.7,0.31715384870767593,0.7773333740234375,0.38144352197647097,0.450501871890785
0.8,0.024346154229715467,0.5513333642482757,0.29222804769873617,0.046633054285010446
