Weights_type,SeenAccuracy,UnseenAccuracy,JointAccuracy,HarmonicMeanAccuracy,MedianLatency,Model_size
float32,0.7039615327119827,0.7783333778381347,0.670206248164177,0.7392817093603623,106.96009599996614,90.676513671875
float16,0.7066538447141647,0.7703333741426468,0.6774068117141724,0.7371208546691019,58.27785380024579,45.3382568359375
